INFO 2024-12-07 16:00:34,297 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:11,778 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:12,632 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:20,447 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:21,170 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:22,730 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:23,304 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:26,597 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:27,311 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:28,924 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:29,572 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:35,232 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:35,867 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:13:40,495 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:13:41,461 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:18,336 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:19,203 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:34,366 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:34,968 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:37,562 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:38,301 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:42,781 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:43,379 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:46,081 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:46,788 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:50,311 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:51,004 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:52,394 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:53,280 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:14:54,782 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:14:55,464 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:15:00,061 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:15:00,972 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:15:05,582 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:15:06,440 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:15:21,961 basehttp "GET //api/permissions/ HTTP/1.1" 200 1035
INFO 2024-12-12 08:16:11,775 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:12,476 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:25,604 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:26,230 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:30,922 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:31,602 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:36,183 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:36,803 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:40,442 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:41,204 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:44,763 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:45,448 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:50,005 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:50,704 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:16:56,355 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:16:57,082 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:01,685 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:02,345 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:08,001 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:08,622 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:12,112 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:12,744 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:17,375 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:17,993 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:22,634 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:23,238 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:27,954 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:28,592 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:32,067 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:32,868 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:34,103 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:34,728 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:39,347 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:40,176 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:43,755 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:44,422 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:48,990 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:49,619 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:17:57,392 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:17:58,029 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:02,610 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:03,576 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:09,476 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:10,121 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:13,708 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:14,336 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:21,174 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:21,868 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:25,369 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:26,066 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:30,726 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:31,428 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:34,970 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/main/views.py changed, reloading.
INFO 2024-12-12 08:18:35,656 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:18:41,613 basehttp "GET //api/categories/ HTTP/1.1" 200 558
INFO 2024-12-12 08:19:05,827 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/Water/pagination.py changed, reloading.
INFO 2024-12-12 08:19:06,433 autoreload Watching for file changes with StatReloader
INFO 2024-12-12 08:19:12,968 basehttp "GET //api/categories/ HTTP/1.1" 200 558
INFO 2024-12-12 08:19:40,972 autoreload /home/dev/Desktop/CodeStorm/WaterV2/Water/Water/settings.py changed, reloading.
